id,nome,cpf,email,cidade,telefones,endereco,Grupos
593,Lisa Racazella de Sá,811.934.672-39,lisa.racazella@septem.co.uk,2103174,(74) 2776 - 3773; (11) 22565 - 8794,"Travessa milipode, 2031",1;4;2
594,Rafaela Lucas Oliveira,646.448.145-49,rafaelalucas@carlmail.com,2610806,(82) 8567 - 7527; (97) 24125 - 4368,"Travessa Costa Teles, 620 - Apto 130",3;1
595,Maria Racazella Duarte,595.959.294-59,maria-racazella@carlmail.com,2907558,(21) 1536 - 8736; (94) 7648 - 2514,"Avenida serenata, 662 - Apto 444",3;1
596,Gladison Duarte Crozara,283.817.556-83,gladisonduarte@hjmail.com.br,2705408,(47) 8966 - 7845; (23) 1353 - 7867,"Travessa Setembro, 1547",1;3
597,Rafaela Oliveira Melo,229.949.442-52,rafaelaoliveira@septem.co.uk,2300754,(57) 5554 - 1582; (95) 5357 - 8464,"Travessa do Carneiro, 1520 - Apartamento 809",3;4
598,Rosa Andrade Silva,915.269.936-95,rosa_andrade@carlmail.com,2107001,(32) 1232 - 9793; (51) 26686 - 9904,"Avenida milipode, 1965 - Apartamento 408",3;4
599,Carla Pires Queiroz,327.687.127-91,carla_pires@hjmail.com.br,1504208,(69) 9122 - 9236; (32) 19752 - 3175,"Rua Zimbro, 538 - sala 14",1;2;4
600,Rosa Santos Melo,176.137.241-54,rosa_santos@septem.co.uk,2111201,(32) 4668 - 4722; (29) 12554 - 3571,"Rua Lenora, 109 - Apto 486",4;1;2;3
601,Dina Santos Duarte,839.186.931-16,dinasantos@septem.co.uk,2200509,(38) 9778 - 3637; (35) 1775 - 7919,"Rua Yayá, 1962",1;4
602,Sandra Santista Queiroz,189.575.145-46,sandra-santista@septem.co.uk,2903508,(42) 2175 - 3631; (94) 14879 - 7789,"Alameda Setembrino, 1864 - Apto 424",1;4;2
603,Carlos Sousa Queiroz,417.247.124-58,carlos_sousa@hjmail.com.br,2200251,(17) 8841 - 5839; (12) 17848 - 5711,"Avenida Saracura, 1764",1;3;2
604,Luzia Oliveira Duarte,559.149.886-96,luzia.oliveira@septem.co.uk,1200054,(73) 2382 - 8335; (82) 2472 - 9775,"Travessa Lenora, 1171",3;1
605,Luzia Silveira De Melo,762.583.417-66,luzia_silveira@carlmail.com,2510402,(91) 3619 - 2875; (93) 7816 - 1706,"Travessa Catapora, 1739 - Apto 450",1;2;3
606,Gladison Abreu Ramos,121.336.942-74,gladisonabreu@septem.co.uk,2905909,(13) 7744 - 1413; (91) 14873 - 2269,"Avenida da Lenora, 579 - Apto 934",4;1;3
607,Tony Sousa Abreu,323.676.118-18,tony_sousa@carlmail.com,2806107,(98) 7376 - 3839; (87) 28784 - 3717,"Rua Peas, 1050 - Apartamento 368",1;3;4
608,Orlando Sousa Edgar,594.547.186-46,orlando.sousa@septem.co.uk,2304269,(56) 1755 - 6319; (63) 25739 - 4498,"Alameda da Lenora, 1579 - Apartamento 337",3;1;2
609,Natasha Queiroz Pires,237.531.172-74,natasha.queiroz@hjmail.com.br,1300706,(45) 2774 - 5728; (92) 18123 - 4546,"Alameda Ernesto Augusto, 1952",4;1;3
610,Priscila Oliveira Crozara,612.149.676-67,priscilaoliveira@carlmail.com,1300300,(24) 6346 - 6714; (47) 6763 - 4374,"Rua do Carneiro, 1433 - Apto 476",1;4;2
611,Rafael Walter Queiroz,168.429.193-14,rafael.walter@septem.co.uk,2602100,(33) 7736 - 2768; (98) 26457 - 5124,"Alameda do Bode, 104",4;2
612,Rosa Lima de Sá,475.691.237-82,rosa.lima@septem.co.uk,2414001,(81) 1923 - 3823; (94) 4999 - 7516,"Avenida do Whisky, 316",3;2;4
613,Otávio Queiroz Melo,439.618.495-78,otávio-queiroz@septem.co.uk,2705606,(81) 5592 - 2843; (47) 29334 - 2412,"Travessa Ernesto Augusto, 1179",2;3;1;4
614,Teresa Sousa Santos,465.245.314-27,teresasousa@septem.co.uk,1100346,(66) 5612 - 7722; (82) 25549 - 9962,"Alameda da Cenoura, 1636 - sala 12",4;2;1
615,Leandro Crozara Andrade,722.696.234-49,leandro_crozara@carlmail.com,2309607,(14) 9716 - 6344; (33) 5757 - 5233,"Rua da Cenoura, 186 - Apartamento 116",4;1;2
616,Eduardo Lucas Trindade,748.191.936-31,eduardolucas@carlmail.com,2101905,(62) 6722 - 1584; (92) 22888 - 9315,"Alameda serenata, 1215",2;3;1
617,Luzia Walter Sousa,217.789.993-38,luziawalter@carlmail.com,2400307,(35) 4958 - 9729; (74) 22656 - 9450,"Alameda da Cenoura, 1113 - sala 13",4;1
618,Natasha Oliveira Santos,322.756.697-73,natasha_oliveira@septem.co.uk,2502102,(18) 9661 - 7718; (98) 5625 - 9505,"Travessa Setembrino, 1911",3;2;4
619,Carlos Queiroz Edgar,685.537.648-96,carlos-queiroz@hjmail.com.br,2902005,(66) 3527 - 1628; (56) 21768 - 1672,"Rua Cristina Aveiro, 831 - Apartamento 210",1;2;4
620,Giulia Lucas Queiroz,887.593.365-81,giulia.lucas@hjmail.com.br,1506005,(55) 4569 - 5428; (37) 18315 - 9180,"Avenida Setembro, 1497",4;2
621,Natasha Trindade Lucas,471.483.912-46,natasha.trindade@carlmail.com,2201572,(54) 5933 - 9925; (82) 17328 - 6514,"Avenida Catapora, 1605",4;2;1
622,Rafael Sousa Oliveira,226.436.298-75,rafaelsousa@hjmail.com.br,2913309,(34) 2361 - 2546; (11) 2748 - 3464,"Travessa Yayá, 96 - sala 16",2;1;3
623,Igor de Sá Duarte,498.688.452-52,igor_de@septem.co.uk,2908200,(26) 3769 - 6134; (72) 6588 - 7604,"Travessa da Lenora, 308",1;3;4
624,Beatriz Lucas Santos,495.975.138-67,beatrizlucas@septem.co.uk,2203354,(36) 9517 - 3853; (45) 23467 - 1067,"Travessa confins, 1551 - Apto 598",2;3;4
625,Tony Silva Edgar,321.162.618-43,tony.silva@septem.co.uk,2111706,(72) 9293 - 6287; (53) 19526 - 6097,"Avenida da Cenoura, 643",2;4
626,Otávio Duarte Andrade,122.148.822-39,otávio.duarte@septem.co.uk,2612703,(18) 6166 - 8776; (43) 11884 - 2078,"Alameda Setembro, 1047 - Apto 480",2;3;1
627,Mylen Racazella De Melo,184.623.559-14,mylenracazella@hjmail.com.br,2302305,(67) 7353 - 7595; (89) 11784 - 5322,"Rua Zimbro, 410 - sala 3",2;3;1
628,Priscila Duarte Walter,957.734.431-43,priscila-duarte@septem.co.uk,2407252,(63) 7685 - 8798; (37) 6478 - 6836,"Rua Marques, 1311",1;3
629,Antonio Santos Lima,896.739.464-81,antonio.santos@carlmail.com,2105450,(99) 7333 - 9359; (92) 7469 - 4680,"Avenida do Coelho da Páscoa, 129",2;3;1
630,Natasha Edgar Oliveira,235.774.889-17,natasha-edgar@septem.co.uk,1100130,(84) 5549 - 9369; (65) 13948 - 7248,"Avenida Uberaba, 2013 - Apartamento 799",3;1
631,Rosa Queiroz Sousa,984.222.369-45,rosaqueiroz@septem.co.uk,2600302,(26) 1869 - 8949; (51) 16675 - 4202,"Travessa Easy, 343 - sala 19",2;4;3;1
632,Maria Santista Lucas,631.535.469-81,mariasantista@hjmail.com.br,2312205,(84) 9358 - 4397; (33) 17292 - 1755,"Alameda Catapora, 394 - sala 22",3;2;1
633,Carlos de Sá Oliveira,794.191.872-39,carlos_de@hjmail.com.br,2311108,(27) 5313 - 1731; (65) 22393 - 7740,"Rua da Cenoura, 1352 - Apto 358",2;4;3
634,Rosa Abreu Andrade,746.889.351-92,rosaabreu@hjmail.com.br,2402105,(88) 9154 - 8576; (81) 9335 - 3000,"Alameda Santos Dumont, 1087 - sala 8",1;3;2
635,Eduardo Abreu Queiroz,481.891.456-28,eduardo.abreu@carlmail.com,2302909,(37) 1777 - 3166; (21) 25348 - 4706,"Rua confins, 992 - Apartamento 79",4;3;1
636,Leandro de Sá Santista,154.132.391-66,leandro.de@septem.co.uk,2412609,(31) 7552 - 1834; (88) 22987 - 8195,"Alameda do Whisky, 583",2;1
637,Mylen Trindade Silva,555.761.511-76,mylen_trindade@septem.co.uk,2503308,(49) 7332 - 8577; (21) 17396 - 2588,"Avenida Setembrino, 1789",3
638,Caio Trindade Trindade,152.128.856-12,caio.trindade@carlmail.com,2203420,(61) 7527 - 3388; (63) 1354 - 8257,"Rua do Bode, 669",3;4;2
639,Teresa Andrade Abreu,165.779.998-65,teresa.andrade@septem.co.uk,1718204,(86) 4878 - 8763; (19) 30591 - 5984,"Rua da Lenora, 1020 - Apto 500",3;1;4
640,Otávio Andrade Pires,459.439.511-91,otávio.andrade@carlmail.com,2209757,(97) 1346 - 5989; (81) 2794 - 4737,"Avenida Marques, 533",3;4;1;2
641,Gladison Walter Queiroz,285.129.465-14,gladison-walter@hjmail.com.br,2702108,(23) 9658 - 6827; (88) 14524 - 4745,"Alameda Marcos, 1776",1;4
642,Igor Queiroz Trindade,452.559.743-22,igor-queiroz@septem.co.uk,2313906,(66) 6577 - 1636; (87) 30175 - 7940,"Alameda Colonial, 207",3;1;4
643,Caio Sousa De Melo,653.711.134-72,caio.sousa@septem.co.uk,1400456,(46) 9977 - 9875; (72) 7675 - 7154,"Avenida Cristo, 226",2;4;3
644,Rosi Silveira Crozara,982.683.648-59,rosi.silveira@carlmail.com,2208700,(79) 5697 - 6365; (54) 26951 - 5227,"Avenida Marques, 729",2;3;1
645,Guilherme Ramos Sousa,953.521.347-44,guilhermeramos@carlmail.com,2907103,(52) 1258 - 5855; (84) 13727 - 3371,"Rua Santos Dumont, 1938 - Apartamento 188",1;4
646,Rafael Sousa Queiroz,651.521.199-46,rafael_sousa@hjmail.com.br,2507200,(69) 8259 - 8426; (48) 18395 - 7092,"Alameda Yayá, 620 - Apartamento 997",4;1;2
647,Eduardo De Melo Oliveira,784.157.135-68,eduardo.de@hjmail.com.br,2202000,(51) 4258 - 1785; (91) 30995 - 9930,"Alameda Evangelista, 1188 - Apartamento 488",3;2;4
648,Laura Silva Santos,878.441.469-73,laurasilva@septem.co.uk,2506004,(15) 2393 - 9231; (65) 11211 - 2803,"Rua Vinícius CEO, 669",2;4;1
649,Carlos Racazella Edgar,729.734.829-11,carlosracazella@hjmail.com.br,2614105,(86) 7749 - 5431; (35) 17913 - 4964,"Alameda confins, 1929 - Apto 75",3;2
650,Rosi Andrade Racazella,418.125.923-61,rosi_andrade@hjmail.com.br,1705102,(59) 4214 - 2199; (76) 27284 - 3499,"Travessa Costa Teles, 1224 - sala 9",4;3;2
651,Marcos Racazella de Sá,562.244.891-88,marcos.racazella@hjmail.com.br,2403400,(55) 2795 - 4993; (46) 19678 - 3900,"Travessa Carolina, 34",1;4;2
652,Adriana Lima Sousa,581.931.529-59,adrianalima@hjmail.com.br,2707909,(67) 2738 - 2358; (65) 28933 - 3829,"Avenida confins, 469",3;2
653,Dina Duarte Abreu,495.392.651-27,dinaduarte@carlmail.com,1101104,(55) 7384 - 3664; (87) 19964 - 5765,"Rua Marques, 1983 - Apto 268",4;1
654,Sousa Abreu Racazella,737.887.965-57,sousaabreu@hjmail.com.br,2210409,(79) 2696 - 3986; (32) 21179 - 8945,"Travessa do Carneiro, 856",4;3
655,Eduardo Walter Silva,675.786.664-71,eduardo-walter@hjmail.com.br,2204154,(44) 6438 - 7413; (11) 6757 - 6328,"Travessa Saracura, 522",1;2;4
656,Caio Melo Crozara,366.641.889-58,caiomelo@carlmail.com,2209153,(67) 2346 - 6864; (82) 14796 - 9206,"Rua da Lenora, 237 - Apartamento 757",1;3;4;2
657,Marcos Andrade Pires,566.384.787-91,marcos-andrade@septem.co.uk,2600609,(73) 8315 - 7441; (49) 22945 - 9239,"Rua Vinícius CEO, 1241",2;1;4
658,Eduardo Crozara Oliveira,986.943.841-94,eduardocrozara@septem.co.uk,2200103,(82) 6668 - 1584; (49) 21825 - 8288,"Travessa Peas, 1490",2;3;1;4
659,Sandra Silveira Queiroz,122.897.375-77,sandrasilveira@septem.co.uk,2514107,(68) 9989 - 8779; (58) 12859 - 3046,"Travessa do Carneiro, 1932 - Apartamento 243",3;1;2
660,Teresa Silveira Edgar,536.469.519-78,teresa_silveira@septem.co.uk,2404903,(16) 1474 - 7424; (27) 2311 - 6320,"Avenida Yayá, 479",4;2
661,Priscila Pires Trindade,743.575.797-61,priscila.pires@carlmail.com,2100873,(24) 4451 - 4147; (62) 14945 - 5277,"Travessa Cristina Aveiro, 956 - Apartamento 693",2;1
662,Lisa Crozara Santos,535.735.139-21,lisa.crozara@septem.co.uk,1300060,(19) 9819 - 3271; (61) 5529 - 6472,"Alameda do Bode, 368 - Apartamento 352",1;4
663,Caio Melo Trindade,857.172.678-74,caio-melo@septem.co.uk,1300102,(59) 1539 - 7672; (31) 13767 - 9978,"Avenida do Coelho da Páscoa, 480",1;4;2
664,Beatriz Lima Silveira,837.777.564-51,beatriz.lima@carlmail.com,2502805,(63) 5598 - 4885; (15) 17754 - 2091,"Rua confins, 1755 - Apartamento 463",3;2
665,Rafael Oliveira Ramos,968.517.484-27,rafael-oliveira@hjmail.com.br,2609907,(74) 8822 - 6527; (24) 6486 - 5001,"Travessa Cristo, 2038",4;2;3
666,Carlos Silveira Andrade,629.837.689-96,carlos-silveira@hjmail.com.br,2603454,(77) 4931 - 6987; (69) 9729 - 2273,"Travessa Vinícius CEO, 362",4;1
667,Natasha Trindade De Melo,582.579.498-21,natashatrindade@septem.co.uk,2209500,(97) 5239 - 1293; (71) 21386 - 4430,"Travessa Maria Angélica, 1964 - sala 5",1;2
668,Mylen Walter Lucas,514.775.884-57,mylenwalter@septem.co.uk,2202026,(56) 6164 - 8748; (81) 26954 - 6137,"Avenida confins, 1908 - Apto 661",3;1;4
669,Carlos Duarte Duarte,984.126.116-68,carlos-duarte@hjmail.com.br,1505700,(37) 1955 - 1873; (57) 28143 - 5010,"Alameda Costa Teles, 1378 - Apartamento 994",2;4;1
670,Beatriz Racazella Sousa,212.486.287-81,beatriz.racazella@septem.co.uk,2401909,(79) 4858 - 8811; (22) 3813 - 2923,"Travessa Maria Angélica, 819",3;2
671,Maria Pires Crozara,984.787.324-96,maria.pires@carlmail.com,2704906,(78) 8739 - 1255; (65) 10849 - 3195,"Avenida Catapora, 422 - Apto 541",4;2
672,Igor Silveira Queiroz,757.598.814-98,igor-silveira@hjmail.com.br,2201988,(28) 7644 - 3467; (56) 5543 - 8090,"Alameda Yayá, 1073 - sala 10",4;2;3
673,Teresa Lucas Lima,638.227.484-48,teresa-lucas@carlmail.com,2902302,(34) 9441 - 3777; (82) 10464 - 5263,"Avenida Brasil, 1570",2;3;1
674,Eduardo De Melo de Sá,478.192.359-32,eduardode@septem.co.uk,1718451,(12) 8894 - 3341; (28) 21318 - 8062,"Alameda da Lenora, 431 - Apartamento 859",2
675,Camila Santos Melo,447.559.831-68,camila.santos@septem.co.uk,1712801,(29) 6396 - 1813; (84) 29566 - 8730,"Travessa Cristo, 145",4;2
676,Pamela De Melo Silveira,362.666.659-27,pamelade@carlmail.com,2602803,(17) 3812 - 9179; (42) 4258 - 6636,"Avenida Estados Desunidos, 518 - Apto 737",4;1;2
677,Rafael Trindade Silva,584.271.239-16,rafael_trindade@septem.co.uk,2902609,(85) 6521 - 5139; (85) 7945 - 7466,"Travessa Ernesto Augusto, 1068",3;4
678,Rafaela Andrade Pires,113.574.497-79,rafaela-andrade@carlmail.com,1504422,(98) 3355 - 3774; (74) 30991 - 1978,"Avenida do Carneiro, 925",3;4
679,Leandro Sousa Trindade,747.379.345-18,leandrosousa@hjmail.com.br,2108603,(36) 4269 - 6358; (86) 7678 - 4391,"Travessa milipode, 608 - Apartamento 187",4;1
680,Igor Lucas Silva,465.136.354-74,igorlucas@septem.co.uk,2305100,(36) 1773 - 4131; (84) 25882 - 2846,"Travessa Setembrina, 1800",2;3
681,Sandra Trindade Duarte,582.531.841-85,sandra.trindade@septem.co.uk,2613206,(84) 5669 - 7732; (27) 2811 - 3808,"Travessa Cristina Aveiro, 2006 - Apto 552",3;2;4
682,Beatriz Andrade Silva,849.948.974-86,beatriz-andrade@hjmail.com.br,2111052,(35) 9759 - 3788; (95) 7261 - 2829,"Alameda Peas, 1129",1;2;3
683,Adriana Ramos Edgar,659.692.211-16,adrianaramos@carlmail.com,1400050,(37) 2745 - 3534; (84) 27584 - 4443,"Rua milipode, 1268",3;4;1
684,Rosi Duarte Crozara,357.592.813-27,rosiduarte@hjmail.com.br,2613503,(21) 5855 - 7483; (16) 3547 - 3108,"Alameda milipode, 1749",4;3;2
685,Guilherme Edgar Silva,957.537.964-24,guilhermeedgar@hjmail.com.br,2903235,(57) 7237 - 7235; (16) 16978 - 9365,"Avenida Colonial, 1494 - sala 12",4;1
686,Teresa Edgar Melo,418.893.439-88,teresa-edgar@septem.co.uk,2514206,(18) 1941 - 1657; (48) 13731 - 7793,"Rua Brasil, 893 - Apartamento 652",4;2;1
687,Lauro Silva Silveira,328.755.893-55,lauro-silva@septem.co.uk,2506707,(84) 6923 - 1242; (98) 21185 - 7206,"Rua da Cenoura, 911",4;3;1
688,Rafaela Queiroz Ramos,334.158.895-79,rafaela_queiroz@carlmail.com,1600238,(96) 3544 - 4881; (33) 12786 - 8415,"Avenida Colonial, 1777",2;4;1
689,Caio de Sá Lima,213.844.162-88,caiode@hjmail.com.br,2404002,(64) 7512 - 2667; (83) 11813 - 1162,"Avenida confins, 756",1;4
690,Igor Trindade Pires,192.617.579-61,igor_trindade@carlmail.com,1100452,(92) 2835 - 3834; (48) 27929 - 8466,"Rua Marcos, 722",3;4;2
691,Laura Abreu Lucas,363.469.178-91,laura_abreu@hjmail.com.br,2106201,(33) 4952 - 5576; (14) 18776 - 3386,"Travessa Marques, 613",3;2;1
692,Sandra Santista Silva,254.177.722-28,sandrasantista@carlmail.com,2806503,(16) 1224 - 2792; (79) 24756 - 4434,"Avenida Catapora, 634",2;3;4
693,Teresa Queiroz Crozara,527.998.742-58,teresa_queiroz@hjmail.com.br,2403756,(77) 4453 - 8828; (26) 30994 - 2064,"Travessa Setembrina, 583",2;4;1
694,Teresa Edgar Trindade,696.941.466-61,teresaedgar@septem.co.uk,2606705,(35) 7785 - 8948; (13) 18621 - 9122,"Rua Vinícius CEO, 1385 - Apto 252",3;2;4
695,Carlos Edgar Trindade,248.715.946-43,carlos_edgar@hjmail.com.br,2306009,(22) 3881 - 4164; (59) 28864 - 5212,"Alameda do Coelho da Páscoa, 1720 - Apto 837",1;4;2
696,Guilherme Oliveira Duarte,223.341.618-35,guilhermeoliveira@carlmail.com,1507201,(24) 4242 - 3641; (69) 17625 - 2043,"Avenida Catapora, 1624 - Apto 277",3;1
697,Caio Duarte Queiroz,592.218.614-55,caioduarte@hjmail.com.br,2614501,(92) 7427 - 9949; (96) 20565 - 8160,"Rua da Lenora, 1837",3;1;4
698,Dina Edgar Lucas,812.996.436-23,dina.edgar@septem.co.uk,2909406,(85) 3785 - 4567; (33) 9533 - 3732,"Alameda Vinícius CEO, 1859",3;4;2
699,Antonio Racazella Ramos,668.114.488-55,antonio.racazella@hjmail.com.br,2706604,(82) 1127 - 5497; (23) 14316 - 2124,"Rua Santos Dumont, 545",2;3;1
700,Laura Santos Santos,655.995.743-85,laurasantos@septem.co.uk,2410801,(48) 2721 - 6378; (78) 13118 - 7590,"Travessa Cristina Aveiro, 1250",2;3
701,Luzia Silva Lima,483.675.672-14,luziasilva@septem.co.uk,1301654,(82) 5549 - 8958; (14) 12355 - 1566,"Alameda do Gin Tônica, 1956",1;4
702,Marcos Racazella Silveira,996.691.169-43,marcos.racazella@hjmail.com.br,2106631,(42) 2675 - 1662; (16) 22623 - 7794,"Travessa da Lenora, 1213 - Apto 145",2;1;4;3
703,Guilherme Walter Pires,256.314.483-66,guilherme.walter@carlmail.com,2904902,(64) 5667 - 1169; (72) 6278 - 8164,"Alameda da Cenoura, 1412",1;3
704,Otávio De Melo Abreu,284.293.617-57,otávio_de@carlmail.com,2704708,(95) 2223 - 1991; (95) 1573 - 8418,"Rua Maria Angélica, 1942",3;4;2
705,Igor Oliveira De Melo,258.233.977-27,igoroliveira@hjmail.com.br,2800308,(95) 9554 - 6672; (35) 13964 - 8048,"Avenida Saracura, 494",3;2;1
706,Pamela Sousa Trindade,147.652.898-62,pamela.sousa@carlmail.com,1703909,(52) 7596 - 8348; (36) 17571 - 9238,"Rua do Coelho da Páscoa, 987 - sala 6",1;4;2
707,Eduardo Oliveira Abreu,515.729.659-18,eduardo_oliveira@septem.co.uk,1600105,(46) 4298 - 8999; (37) 4928 - 2734,"Avenida Marcos, 1338",4;2;3
708,Rafael Santista Trindade,396.389.924-58,rafaelsantista@hjmail.com.br,2401305,(52) 7334 - 8582; (53) 12361 - 3150,"Travessa da Cenoura, 702 - Apartamento 908",2;3;1
709,Lisa Edgar Andrade,594.835.665-55,lisa-edgar@septem.co.uk,2303931,(32) 2624 - 3442; (84) 10352 - 4896,"Alameda Vinícius CEO, 1350 - Apto 729",1;2;3
710,Mylen Abreu Lima,538.769.529-11,mylenabreu@hjmail.com.br,1707108,(77) 4188 - 2167; (42) 27854 - 2287,"Travessa Marques, 840 - sala 7",2;4;3
711,Pamela Ramos de Sá,386.883.725-36,pamela.ramos@carlmail.com,2104099,(19) 1945 - 5866; (44) 23199 - 2594,"Avenida Carolina, 1104",1;4;2;3
712,Otávio De Melo Sousa,219.789.761-23,otávio-de@septem.co.uk,2701357,(77) 2976 - 8285; (26) 11583 - 6015,"Travessa Setembro, 1325",1;2
713,Carlos Oliveira Santos,748.237.686-11,carlos.oliveira@septem.co.uk,2608107,(74) 4828 - 5431; (46) 27341 - 6675,"Travessa Setembrina, 1482 - sala 17",2;3;1
714,Rosi Melo Oliveira,554.574.824-76,rosi-melo@hjmail.com.br,1707405,(55) 2438 - 6128; (31) 22476 - 8599,"Rua Yayá, 1881",1;4;2
715,Marcos de Sá Edgar,819.532.336-34,marcosde@carlmail.com,1504406,(12) 5518 - 2195; (18) 28372 - 7003,"Rua confins, 842",3;4;1
716,Marcos Ramos Trindade,782.178.736-77,marcos_ramos@hjmail.com.br,2313757,(57) 2547 - 3563; (54) 6899 - 3846,"Travessa Yayá, 264 - sala 21",1;2;3
717,Carla Santos Melo,946.619.811-45,carlasantos@hjmail.com.br,1503077,(43) 8932 - 1288; (29) 4138 - 5431,"Rua Catapora, 694 - Apartamento 735",3;2;4
718,Rafael Racazella Santista,882.885.768-77,rafael_racazella@hjmail.com.br,2701902,(91) 2445 - 2178; (12) 23291 - 8569,"Avenida Maria Angélica, 1542 - Apto 335",1;2
719,Sousa Ramos Crozara,698.997.841-89,sousaramos@septem.co.uk,2108108,(77) 4892 - 9324; (54) 8733 - 7704,"Rua Brasil, 660",3;4;1
720,Guilherme Melo Duarte,115.429.823-94,guilherme_melo@carlmail.com,2101301,(28) 2222 - 9634; (26) 8871 - 9753,"Rua Cristina Aveiro, 982 - Apartamento 886",4;2;3
721,Guilherme Melo De Melo,735.417.985-63,guilherme_melo@hjmail.com.br,2507507,(89) 9466 - 8836; (14) 18184 - 6977,"Rua Setembro, 1796",3;4
722,Rafael Edgar Edgar,748.797.226-81,rafael_edgar@carlmail.com,2601409,(97) 9992 - 3683; (37) 19942 - 5342,"Avenida Marcos, 239 - Apartamento 222",3;2;4;1
723,Caio Trindade De Melo,497.484.334-37,caio_trindade@hjmail.com.br,2514206,(14) 1589 - 8672; (56) 21531 - 6443,"Alameda Lenora, 214",2;4
724,Tony De Melo Abreu,126.832.263-41,tony_de@carlmail.com,2100956,(59) 1145 - 5492; (31) 9482 - 8872,"Rua Yayá, 1254",1;2;3
725,Rosa Sousa Silveira,594.723.761-57,rosa.sousa@septem.co.uk,1504505,(19) 5893 - 2629; (38) 3153 - 8406,"Rua Easy, 77",2;4;1;3
726,Adriana De Melo Queiroz,366.413.579-88,adriana.de@carlmail.com,1100262,(56) 6496 - 7277; (51) 13859 - 1075,"Travessa Marques, 1024",4;1;3
727,Dina Oliveira Lucas,464.145.818-76,dina.oliveira@carlmail.com,2612505,(48) 6424 - 6886; (53) 12984 - 7831,"Rua Cristo, 9 - Apto 359",4;2
728,Carlos Lucas Crozara,645.228.685-99,carlos.lucas@carlmail.com,2900702,(59) 7539 - 9397; (59) 21552 - 8533,"Rua Catapora, 1298",1;2;4
729,Giulia Abreu Pires,513.312.497-94,giulia.abreu@septem.co.uk,2504157,(39) 7187 - 3599; (85) 1312 - 1130,"Travessa do Bode, 1828 - sala 7",4;1;3
730,Sousa Lima Lucas,826.356.598-56,sousa.lima@septem.co.uk,2312601,(91) 8531 - 9844; (28) 18318 - 1765,"Alameda Brasil, 1135",2;3;4
731,Carla Santista Ramos,113.488.865-79,carla.santista@carlmail.com,2112902,(11) 3436 - 6568; (91) 2738 - 5214,"Alameda do Coelho da Páscoa, 1822 - sala 19",1;3;4
732,Adriana Abreu De Melo,959.227.597-68,adriana_abreu@hjmail.com.br,2110658,(23) 6692 - 3341; (54) 6451 - 5447,"Avenida confins, 6 - Apartamento 61",3;1;4
733,Lisa de Sá Melo,855.927.742-58,lisa_de@hjmail.com.br,1703891,(71) 4975 - 1413; (98) 17793 - 7562,"Alameda da Cenoura, 796 - Apto 683",2;4
734,Orlando Andrade de Sá,732.884.367-49,orlando-andrade@septem.co.uk,1508308,(95) 6773 - 8826; (52) 19179 - 2320,"Travessa confins, 1650",1;4
735,Leandro Pires Trindade,411.486.921-16,leandro.pires@hjmail.com.br,2800704,(55) 8663 - 4663; (39) 8269 - 6869,"Alameda Peas, 423 - Apto 258",2;1;4
736,Leandro Silveira de Sá,786.583.361-45,leandro_silveira@septem.co.uk,2613404,(33) 8117 - 9517; (72) 27563 - 7950,"Avenida do Coelho da Páscoa, 981 - Apto 980",2;1;4
737,Mylen Sousa De Melo,236.787.223-59,mylensousa@carlmail.com,2111003,(19) 2288 - 8677; (31) 3935 - 1478,"Alameda do Bode, 77",2;1;4
738,Otávio Santista Lucas,313.335.226-14,otáviosantista@hjmail.com.br,2516706,(16) 8781 - 5381; (25) 15821 - 7215,"Travessa Setembrina, 985",2;1;3
739,Guilherme Silva Edgar,985.436.466-28,guilherme-silva@carlmail.com,2203859,(19) 5773 - 8156; (85) 17373 - 4601,"Avenida Costa Teles, 1780",2;1;3
740,Carlos Oliveira Melo,137.754.387-73,carlos_oliveira@hjmail.com.br,2511301,(34) 6472 - 5462; (28) 25782 - 1630,"Travessa Brasil, 428",2;4;3
741,Rafaela Melo de Sá,321.459.974-67,rafaela-melo@septem.co.uk,2209377,(55) 9293 - 5764; (23) 16851 - 9810,"Alameda Carolina, 387 - sala 10",1;2;4
742,Eduardo Andrade Crozara,268.454.858-62,eduardo.andrade@hjmail.com.br,2310902,(56) 4795 - 2399; (26) 14966 - 7949,"Alameda Setembro, 197",3;4
743,Carlos Andrade Lima,714.536.239-63,carlos.andrade@carlmail.com,2801702,(91) 1197 - 8399; (68) 16292 - 6133,"Alameda Setembrina, 354 - Apto 661",2;1
744,Maria Lima Silveira,291.296.911-17,marialima@septem.co.uk,2509370,(63) 8216 - 8359; (79) 6954 - 6882,"Alameda Setembrina, 85",4;2;1
745,Sandra Edgar Silveira,984.574.539-28,sandraedgar@septem.co.uk,2508208,(54) 5619 - 4614; (98) 14812 - 1222,"Alameda Uberaba, 1963",4;2;1;3
746,Rafaela Queiroz Lima,765.943.133-53,rafaela-queiroz@septem.co.uk,2806701,(61) 9311 - 7692; (45) 18231 - 9618,"Avenida do Gin Tônica, 764 - sala 10",4;2;3
747,Rosa Walter Abreu,357.917.128-67,rosa_walter@septem.co.uk,1100809,(27) 7982 - 4149; (88) 7475 - 1428,"Rua do Coelho da Páscoa, 1417 - Apto 511",3;2
748,Sousa Lima Sousa,135.568.487-91,sousalima@hjmail.com.br,1100254,(79) 6331 - 1427; (65) 28229 - 7279; (36) 1942 - 1257,"Alameda Zimbro, 1715",3;1;2
